model_name,sample_size,eval_in_loss,eval_in_accuracy,eval_in_runtime,eval_in_samples_per_second,eval_in_peak memory,eval_out_loss,eval_out_accuracy,eval_out_runtime,eval_out_samples_per_second,eval_out_peak memory
opt-125m,16,0.8112501966953277,0.48,16.656514883041382,3.0018284347649975,5.419967174530029,0.7444341737031936,0.54,13.07782530784607,3.823265628881156,5.419967174530029
opt-125m,4096,0.8132616430521011,0.5,9.656738996505737,5.177731325045893,5.422042369842529,0.7732616442441941,0.54,6.860638856887817,7.287951026572682,5.422042369842529
opt-350m,16,0.8132616430521011,0.5,57.85215163230896,0.8642720899610632,10.152486324310303,0.7732616442441941,0.54,51.2844500541687,0.9749543954783172,10.152486324310303
opt-350m,4096,0.8132616430521011,0.5,70.83691620826721,0.705846649972668,10.152455806732178,0.7732616442441941,0.54,66.07695960998535,0.7566934116690828,10.152455806732178
