model_name,sample_size,eval_in_loss,eval_in_accuracy,eval_in_runtime,eval_in_samples_per_second,eval_in_peak_memory_gb,eval_out_loss,eval_out_accuracy,eval_out_runtime,eval_out_samples_per_second,eval_out_peak_memory_gb
opt-125m,10,0.7411929666996002,0.5,5.105826377868652,1.9585468168963365,3.7091259956359863,0.8171700716018677,0.2,1.7816152572631836,5.612884128171103,3.7091259956359863
opt-350m,10,0.7411929666996002,0.5,27.97590708732605,0.35745042935641963,7.290054798126221,0.6171700775623321,0.6,51.53153085708618,0.1940559465957508,7.291031360626221
