model_name,sample_size,epoch,train_loss,val_loss
opt-125m,4,19,0.6635,0.7708702683448792
opt-125m,4,20,0.7476,0.7683112025260925
opt-125m,4,21,0.7844,0.7658751010894775
opt-125m,4,22,0.7422,0.7635430097579956
opt-125m,4,23,0.6999,0.7613245248794556
opt-125m,4,24,0.7501,0.7592074871063232
opt-125m,4,25,0.7235,0.7572327852249146
opt-125m,4,26,0.8246,0.7555035352706909
opt-125m,4,27,0.7902,0.7538320422172546
opt-125m,4,28,0.711,0.7523180842399597
opt-125m,4,29,0.7405,0.7509676218032837
opt-125m,4,30,0.7672,0.7497438192367554
opt-125m,4,31,0.8375,0.7486444711685181
opt-125m,4,32,0.8409,0.7476500868797302
opt-125m,4,33,0.7212,0.746780276298523
opt-125m,4,34,0.7367,0.7460214495658875
opt-125m,4,35,0.8046,0.745368480682373
opt-125m,4,36,0.672,0.7448195219039917
opt-125m,4,37,0.7042,0.7443817853927612
opt-125m,4,38,0.5864,0.7440541386604309
opt-125m,4,39,0.7275,0.7438328862190247
opt-125m,4,40,0.7773,0.7437213659286499
opt-125m,4,1,0.6224,0.8382819294929504
opt-125m,4,2,0.6614,0.8391131162643433
opt-125m,4,3,0.6547,0.8406420946121216
opt-125m,4,4,0.6348,0.8428934812545776
opt-125m,4,5,0.7266,0.8458962440490723
opt-125m,4,6,0.7676,0.848733127117157
opt-125m,4,7,0.6728,0.8518103361129761
opt-125m,4,8,0.6318,0.854781985282898
opt-125m,4,9,0.6996,0.8576629757881165
opt-125m,4,10,0.6682,0.8604329228401184
opt-125m,4,11,0.6845,0.8630291223526001
opt-125m,4,12,0.7345,0.8653774261474609
opt-125m,4,13,0.6033,0.8676044344902039
opt-125m,4,14,0.6768,0.869529128074646
opt-125m,4,15,0.6006,0.8713424801826477
opt-125m,4,16,0.5409,0.8731347918510437
opt-125m,4,17,0.5275,0.8749669194221497
opt-125m,4,18,0.6212,0.8768559694290161
opt-125m,4,19,0.6288,0.8787193298339844
opt-125m,4,20,0.6499,0.8805125951766968
opt-125m,4,21,0.6605,0.8820847272872925
opt-125m,4,22,0.5434,0.8834918141365051
opt-125m,4,23,0.6205,0.8847302198410034
opt-125m,4,24,0.6035,0.8858267664909363
