model_name,sample_size,epoch,train_loss,val_loss
opt-125m,2,19,0.0,3.36682391166687
opt-125m,2,20,0.0001,3.449376344680786
opt-125m,2,21,0.0,3.520974636077881
opt-125m,2,22,0.0,3.5833981037139893
opt-125m,2,23,0.0,3.637669801712036
opt-125m,2,24,0.0,3.684809446334839
opt-125m,2,25,0.0,3.725630521774292
opt-125m,2,26,0.0,3.760608196258545
opt-125m,2,27,0.0,3.7904982566833496
opt-125m,2,28,0.0,3.815891742706299
opt-125m,2,29,0.0,3.8374621868133545
opt-125m,2,30,0.0,3.8555030822753906
opt-125m,2,31,0.0,3.8705062866210938
opt-125m,2,32,0.0,3.882906675338745
opt-125m,2,33,0.0,3.89304780960083
opt-125m,2,34,0.0,3.9012272357940674
opt-125m,2,35,0.0,3.907670259475708
opt-125m,2,36,0.0,3.912609577178955
opt-125m,2,37,0.0,3.916243076324463
opt-125m,2,38,0.0,3.9187424182891846
opt-125m,2,39,0.0,3.9202778339385986
opt-125m,2,40,0.0,3.9209911823272705
opt-125m,2,1,0.85,0.6946821212768555
opt-125m,2,2,0.8048,0.692762017250061
opt-125m,2,3,0.8141,0.6905907392501831
opt-125m,2,4,0.7108,0.6875752210617065
opt-125m,2,5,0.4677,0.6848939657211304
opt-125m,2,6,0.2537,0.6830481290817261
opt-125m,2,7,0.1498,0.6819896697998047
opt-125m,2,8,0.0856,0.6833823919296265
opt-125m,2,9,0.0697,0.6878560781478882
opt-125m,2,10,0.0435,0.6961456537246704
opt-125m,2,11,0.0195,0.7036048173904419
opt-125m,2,12,0.0126,0.7119132280349731
opt-125m,2,13,0.0077,0.7208863496780396
opt-125m,2,14,0.0043,0.7315945029258728
opt-125m,2,15,0.0031,0.7429231405258179
opt-125m,2,16,0.0017,0.7538856267929077
opt-125m,2,17,0.0011,0.7644825577735901
opt-125m,2,18,0.0007,0.7746318578720093
opt-125m,2,19,0.0008,0.783678412437439
opt-125m,2,20,0.0005,0.791988730430603
opt-125m,2,21,0.0003,0.7996488809585571
opt-125m,2,22,0.0003,0.8066748380661011
opt-125m,2,23,0.0002,0.8130255937576294
opt-125m,2,24,0.0002,0.8187357187271118
opt-125m,2,25,0.0002,0.8236979246139526
opt-125m,2,26,0.0001,0.8281248807907104
opt-125m,2,27,0.0002,0.8320604562759399
opt-125m,2,28,0.0001,0.8354835510253906
opt-125m,2,29,0.0001,0.8384053111076355
opt-125m,2,30,0.0001,0.8408937454223633
opt-125m,2,31,0.0001,0.8429974317550659
opt-125m,2,32,0.0001,0.8447410464286804
opt-125m,2,33,0.0001,0.8461605310440063
opt-125m,2,34,0.0001,0.8473039865493774
opt-125m,2,35,0.0001,0.8481969833374023
opt-125m,2,36,0.0001,0.8488761782646179
opt-125m,2,37,0.0001,0.8493634462356567
opt-125m,2,38,0.0001,0.8497172594070435
opt-125m,2,39,0.0001,0.849932074546814
opt-125m,2,40,0.0001,0.8500329852104187
opt-125m,2,1,0.6512,0.6946821212768555
opt-125m,2,2,0.6862,0.7095698118209839
opt-125m,2,3,0.5896,0.7475119829177856
opt-125m,2,4,0.4911,0.8262323141098022
opt-125m,2,5,0.3031,0.9687820672988892
opt-125m,2,6,0.1092,1.1395328044891357
opt-125m,2,7,0.0514,1.3261559009552002
opt-125m,2,8,0.0285,1.5252636671066284
opt-125m,2,9,0.0154,1.726523995399475
opt-125m,2,10,0.0067,1.9328962564468384
opt-125m,2,11,0.0048,2.133085012435913
opt-125m,2,12,0.0026,2.3254222869873047
opt-125m,2,13,0.0008,2.504976749420166
opt-125m,2,14,0.0008,2.671318531036377
opt-125m,2,15,0.0003,2.8212273120880127
opt-125m,2,16,0.0002,2.955921173095703
opt-125m,2,17,0.0002,3.0770339965820312
opt-125m,2,18,0.0001,3.1851773262023926
opt-125m,2,19,0.0001,3.2802352905273438
opt-125m,2,20,0.0001,3.36381459236145
opt-125m,2,21,0.0001,3.4376800060272217
opt-125m,2,22,0.0001,3.502033233642578
opt-125m,2,23,0.0001,3.5581583976745605
opt-125m,2,24,0.0001,3.607384443283081
opt-125m,2,25,0.0001,3.6501688957214355
opt-125m,2,26,0.0001,3.6871306896209717
opt-125m,2,27,0.0001,3.7190170288085938
opt-125m,2,28,0.0,3.7461535930633545
opt-125m,2,29,0.0001,3.7692370414733887
opt-125m,2,30,0.0,3.788703203201294
opt-125m,2,31,0.0,3.8049633502960205
opt-125m,2,32,0.0,3.8184120655059814
opt-125m,2,33,0.0,3.8294215202331543
opt-125m,2,34,0.0,3.838268995285034
opt-125m,2,35,0.0,3.845240354537964
opt-125m,2,36,0.0,3.8505942821502686
opt-125m,2,37,0.0,3.854564666748047
opt-125m,2,38,0.0,3.8573365211486816
opt-125m,2,39,0.0,3.8590550422668457
opt-125m,2,40,0.0,3.8598473072052
opt-125m,2,1,0.9005,0.6946821212768555
opt-125m,2,2,0.7231,0.6821182370185852
opt-125m,2,3,0.5972,0.664634108543396
opt-125m,2,4,0.3721,0.6603973507881165
opt-125m,2,5,0.2181,0.6905443072319031
opt-125m,2,6,0.0606,0.7559441924095154
opt-125m,2,7,0.0274,0.8492546081542969
opt-125m,2,8,0.0123,0.9655320048332214
opt-125m,2,9,0.0038,1.0907992124557495
opt-125m,2,10,0.002,1.2162281274795532
opt-125m,2,11,0.0014,1.3370473384857178
opt-125m,2,12,0.0007,1.4484843015670776
opt-125m,2,13,0.0005,1.5511332750320435
opt-125m,2,14,0.0003,1.643885612487793
opt-125m,2,15,0.0002,1.7269432544708252
opt-125m,2,16,0.0002,1.800781488418579
opt-125m,2,17,0.0001,1.8656917810440063
opt-125m,2,18,0.0001,1.9230124950408936
opt-125m,2,19,0.0001,1.9732557535171509
opt-125m,2,20,0.0001,2.017244815826416
opt-125m,2,21,0.0001,2.055844783782959
opt-125m,2,22,0.0001,2.0894923210144043
opt-125m,2,23,0.0001,2.1187491416931152
opt-125m,2,24,0.0001,2.1440396308898926
opt-125m,2,25,0.0,2.1659066677093506
opt-125m,2,26,0.0,2.1847381591796875
opt-125m,2,27,0.0,2.200904369354248
opt-125m,2,28,0.0,2.2146201133728027
opt-125m,2,29,0.0,2.226219654083252
opt-125m,2,30,0.0,2.2359862327575684
opt-125m,2,31,0.0,2.2441349029541016
opt-125m,2,32,0.0,2.2508597373962402
opt-125m,2,33,0.0,2.2563281059265137
opt-125m,2,34,0.0,2.260707378387451
opt-125m,2,35,0.0,2.264150857925415
opt-125m,2,36,0.0,2.26678466796875
opt-125m,2,37,0.0,2.268721103668213
opt-125m,2,38,0.0,2.270057439804077
opt-125m,2,39,0.0,2.2708778381347656
opt-125m,2,40,0.0,2.2712533473968506
opt-125m,4,1,1.076,0.6946821212768555
opt-125m,4,2,1.0654,0.7029342651367188
opt-125m,4,3,0.987,0.7216283082962036
opt-125m,4,4,0.7033,0.7501977682113647
opt-125m,4,5,0.5633,0.7873111963272095
opt-125m,4,6,0.3128,0.8272485733032227
opt-125m,4,7,0.1712,0.8643009066581726
opt-125m,4,8,0.1114,0.9030558466911316
opt-125m,4,9,0.0575,0.9472314119338989
opt-125m,4,10,0.046,0.9953190684318542
opt-125m,4,11,0.0274,1.050018072128296
opt-125m,4,12,0.015,1.1027190685272217
opt-125m,4,13,0.0092,1.1575651168823242
opt-125m,4,14,0.0064,1.208440899848938
opt-125m,4,15,0.0046,1.2595560550689697
opt-125m,4,16,0.0024,1.3085765838623047
opt-125m,4,17,0.0025,1.3550846576690674
opt-125m,4,18,0.0015,1.399440050125122
opt-125m,4,19,0.001,1.4404428005218506
opt-125m,4,20,0.0007,1.4772131443023682
opt-125m,4,21,0.0007,1.510177731513977
opt-125m,4,22,0.0006,1.540036916732788
opt-125m,4,23,0.0005,1.5664440393447876
opt-125m,4,24,0.0005,1.5904204845428467
opt-125m,4,25,0.0004,1.6119611263275146
opt-125m,4,26,0.0003,1.6308088302612305
opt-125m,4,27,0.0003,1.647270917892456
opt-125m,4,28,0.0003,1.661562204360962
opt-125m,4,29,0.0003,1.6738487482070923
opt-125m,4,30,0.0002,1.6843353509902954
opt-125m,4,31,0.0002,1.6932319402694702
opt-125m,4,32,0.0002,1.700676679611206
opt-125m,4,33,0.0002,1.7068769931793213
opt-125m,4,34,0.0002,1.7119770050048828
opt-125m,4,35,0.0002,1.7160860300064087
opt-125m,4,36,0.0002,1.719313383102417
opt-125m,4,37,0.0002,1.721705675125122
opt-125m,4,38,0.0002,1.7233402729034424
opt-125m,4,39,0.0002,1.7243773937225342
opt-125m,4,40,0.0002,1.724865198135376
opt-125m,4,1,0.6199,0.6946821212768555
opt-125m,4,2,0.5643,0.7080312967300415
opt-125m,4,3,0.4477,0.7393302321434021
opt-125m,4,4,0.4087,0.7901853322982788
opt-125m,4,5,0.3187,0.8716064691543579
opt-125m,4,6,0.1981,0.9557496905326843
opt-125m,4,7,0.0952,1.0305298566818237
opt-125m,4,8,0.0667,1.0934984683990479
opt-125m,4,9,0.0311,1.1511223316192627
opt-125m,4,10,0.0221,1.2131335735321045
opt-125m,4,11,0.0143,1.2857167720794678
opt-125m,4,12,0.0069,1.3636891841888428
opt-125m,4,13,0.0041,1.4424282312393188
opt-125m,4,14,0.0032,1.5226222276687622
opt-125m,4,15,0.0018,1.6005102396011353
opt-125m,4,16,0.0015,1.6732795238494873
opt-125m,4,17,0.0007,1.7410221099853516
opt-125m,4,18,0.0008,1.8022323846817017
opt-125m,4,19,0.0006,1.8564058542251587
opt-125m,4,20,0.0005,1.9045753479003906
opt-125m,4,21,0.0004,1.9469735622406006
opt-125m,4,22,0.0003,1.9843889474868774
opt-125m,4,23,0.0003,2.0178751945495605
opt-125m,4,24,0.0002,2.04744029045105
opt-125m,4,25,0.0002,2.073728084564209
opt-125m,4,26,0.0002,2.0967020988464355
opt-125m,4,27,0.0002,2.1166834831237793
opt-125m,4,28,0.0002,2.1339821815490723
opt-125m,4,29,0.0001,2.1487622261047363
opt-125m,4,30,0.0002,2.1613669395446777
opt-125m,4,31,0.0002,2.171980381011963
opt-125m,4,32,0.0002,2.180875301361084
opt-125m,4,33,0.0001,2.1881697177886963
opt-125m,4,34,0.0001,2.194234848022461
opt-125m,4,35,0.0001,2.199004650115967
opt-125m,4,36,0.0001,2.2027580738067627
opt-125m,4,37,0.0001,2.205495834350586
opt-125m,4,38,0.0001,2.207420825958252
opt-125m,4,39,0.0001,2.2086338996887207
opt-125m,4,40,0.0001,2.2091996669769287
opt-125m,4,1,0.5358,0.6946821212768555
opt-125m,4,2,0.6171,0.7042845487594604
opt-125m,4,3,0.5372,0.7262850999832153
opt-125m,4,4,0.3456,0.7698467969894409
opt-125m,4,5,0.253,0.8426949381828308
opt-125m,4,6,0.102,0.9280417561531067
opt-125m,4,7,0.1178,1.0096256732940674
opt-125m,4,8,0.0487,1.0920727252960205
opt-125m,4,9,0.0251,1.1840400695800781
opt-125m,4,10,0.0148,1.2712066173553467
opt-125m,4,11,0.011,1.35517156124115
opt-125m,4,12,0.006,1.4379141330718994
opt-125m,4,13,0.0034,1.5191895961761475
opt-125m,4,14,0.0028,1.5963630676269531
opt-125m,4,15,0.0016,1.6675370931625366
opt-125m,4,16,0.0014,1.7326141595840454
opt-125m,4,17,0.0009,1.7915096282958984
opt-125m,4,18,0.0008,1.8456968069076538
opt-125m,4,19,0.0005,1.893322229385376
opt-125m,4,20,0.0004,1.9354044198989868
opt-125m,4,21,0.0004,1.9727150201797485
opt-125m,4,22,0.0003,2.0055336952209473
opt-125m,4,23,0.0003,2.0343422889709473
opt-125m,4,24,0.0003,2.0592823028564453
opt-125m,4,25,0.0003,2.080853223800659
opt-125m,4,26,0.0002,2.099545955657959
opt-125m,4,27,0.0002,2.115730047225952
opt-125m,4,28,0.0002,2.129621744155884
opt-125m,4,29,0.0002,2.141599178314209
opt-125m,4,30,0.0001,2.1518266201019287
opt-125m,4,31,0.0001,2.160430669784546
opt-125m,4,32,0.0002,2.167663097381592
opt-125m,4,33,0.0001,2.173684597015381
opt-125m,4,34,0.0002,2.178663492202759
opt-125m,4,35,0.0001,2.1826648712158203
opt-125m,4,36,0.0002,2.185758113861084
opt-125m,4,37,0.0001,2.1880905628204346
opt-125m,4,38,0.0001,2.1897387504577637
opt-125m,4,39,0.0001,2.1907706260681152
opt-125m,4,40,0.0002,2.191253185272217
opt-125m,4,1,0.4791,0.6946821212768555
opt-125m,4,2,0.4664,0.7007185220718384
opt-125m,4,3,0.3976,0.7133227586746216
opt-125m,4,4,0.254,0.7268770933151245
opt-125m,4,5,0.2146,0.7564400434494019
opt-125m,4,6,0.0925,0.7912575006484985
opt-125m,4,7,0.0592,0.8222225308418274
opt-125m,4,8,0.036,0.8569291830062866
opt-125m,4,9,0.0172,0.8886508941650391
opt-125m,4,10,0.0091,0.9144074320793152
opt-125m,4,11,0.0057,0.9356709718704224
opt-125m,4,12,0.0038,0.9540831446647644
opt-125m,4,13,0.0022,0.9686076045036316
opt-125m,4,14,0.0015,0.9820376634597778
opt-125m,4,15,0.0012,0.9942570924758911
