model_name,sample_size,eval_in_loss,eval_in_accuracy,eval_in_runtime,eval_in_samples_per_second,eval_out_loss,eval_out_accuracy,eval_out_runtime,eval_out_samples_per_second
opt-125m,50,0.6827563399076462,0.58,8.459977626800537,5.910181114617132,0.7275609171390534,0.52,8.020663261413574,6.233898415925758
